ID	Name	Equation	Definition	Genes
rxn00183_c0	L-Glutamate 5-semialdehyde:NAD+ oxidoreductase_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00858[c0] => (1) cpd00004[c0] + (1) cpd00023[c0] + (2) cpd00067[c0]	(1) H2O_c0[c0] + (1) NAD_c0[c0] + (1) L-Glutamate5-semialdehyde_c0[c0] => (1) NADH_c0[c0] + (1) L-Glutamate_c0[c0] + (2) H+_c0[c0]	fig|6666666.1394842.peg.131
rxn03333_c0	3,4-dihydroxyphenylethyleneglycol:NAD+ oxidoreductase_c0	(1) cpd00003[c0] + (1) cpd03306[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd03307[c0]	(1) NAD_c0[c0] + (1) 3,4-Dihydroxyphenylethyleneglycol_c0[c0] <=> (1) NADH_c0[c0] + (1) H+_c0[c0] + (1) 3,4-Dihydroxymandelaldehyde_c0[c0]	(fig|6666666.1394842.peg.387 or fig|6666666.1394842.peg.2949)
rxn06526_c0	protein-dithiol:NADP+ oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd12072[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd12139[c0]	(1) NADP_c0[c0] + (1) Protein dithiol_c0[c0] <=> (1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) Protein disulfide_c0[c0]	fig|6666666.1394842.peg.2692
rxn01329_c0	D-mannose 6-phosphate 1,6-phosphomutase_c0	(1) cpd00235[c0] <=> (1) cpd00485[c0]	(1) D-mannose-6-phosphate_c0[c0] <=> (1) D-Mannose1-phosphate_c0[c0]	(fig|6666666.1394842.peg.765 or fig|6666666.1394842.peg.818)
rxn00950_c0	Cystathionine L-homocysteine-lyase (deaminating)_c0	(1) cpd00001[c0] + (1) cpd00424[c0] => (1) cpd00013[c0] + (1) cpd00020[c0] + (1) cpd00135[c0]	(1) H2O_c0[c0] + (1) Cystathionine_c0[c0] => (1) NH3_c0[c0] + (1) Pyruvate_c0[c0] + (1) Homocysteine_c0[c0]	fig|6666666.1394842.peg.2336
rxn00002_c0	urea-1-carboxylate amidohydrolase_c0	(1) cpd00001[c0] + (3) cpd00067[c0] + (1) cpd00742[c0] => (2) cpd00011[c0] + (2) cpd00013[c0]	(1) H2O_c0[c0] + (3) H+_c0[c0] + (1) Allophanate_c0[c0] => (2) CO2_c0[c0] + (2) NH3_c0[c0]	(fig|6666666.1394842.peg.1143 and fig|6666666.1394842.peg.1142)
rxn02507_c0	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing)_c0	(1) cpd00067[c0] + (1) cpd00956[c0] => (1) cpd00001[c0] + (1) cpd00011[c0] + (1) cpd02210[c0]	(1) H+_c0[c0] + (1) 1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate_c0[c0] => (1) H2O_c0[c0] + (1) CO2_c0[c0] + (1) Indoleglycerol phosphate_c0[c0]	(fig|6666666.1394842.peg.3265 or fig|6666666.1394842.peg.2117)
rxn00542_c0	(S)-lactate acetaldehyde-lyase (formate-forming)_c0	(1) cpd00159[c0] <=> (1) cpd00047[c0] + (1) cpd00071[c0]	(1) L-Lactate_c0[c0] <=> (1) Formate_c0[c0] + (1) Acetaldehyde_c0[c0]	fig|6666666.1394842.peg.451
rxn05937_c0	Ferredoxin:NADP+ oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd00067[c0] + (1) cpd11620[c0] <=> (1) cpd00005[c0] + (1) cpd11621[c0]	(1) NADP_c0[c0] + (1) H+_c0[c0] + (1) Reducedferredoxin_c0[c0] <=> (1) NADPH_c0[c0] + (1) Oxidizedferredoxin_c0[c0]	(fig|6666666.1394842.peg.2902 or fig|6666666.1394842.peg.2960)
rxn10220_c0	isoheptadecanoyl-phosphatidate cytidylyltransferase_c0	(1) cpd00052[c0] + (1) cpd15677[c0] <=> (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd15683[c0]	(1) CTP_c0[c0] + (1) 1,2-diisoheptadecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1) PPi_c0[c0] + (1) H+_c0[c0] + (1) CDP-1,2-diisoheptadecanoylglycerol_c0[c0]	fig|6666666.1394842.peg.1966
rxn10261_c0	isotetradecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0	(1) cpd00080[c0] + (1) cpd15685[c0] <=> (1) cpd00046[c0] + (1) cpd15718[c0]	(1) Glycerol-3-phosphate_c0[c0] + (1) CDP-1,2-diisotetradecanoylglycerol_c0[c0] <=> (1) CMP_c0[c0] + (1) Diisotetradecanoylphosphatidylglycerophosphate_c0[c0]	fig|6666666.1394842.peg.1906
rxn01964_c0	L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming]_c0	(1) cpd00054[c0] + (1) cpd02210[c0] => (1) cpd00001[c0] + (1) cpd00065[c0] + (1) cpd00102[c0]	(1) L-Serine_c0[c0] + (1) Indoleglycerol phosphate_c0[c0] => (1) H2O_c0[c0] + (1) L-Tryptophan_c0[c0] + (1) Glyceraldehyde3-phosphate_c0[c0]	((fig|6666666.1394842.peg.3266 and fig|6666666.1394842.peg.3267) or fig|6666666.1394842.peg.499)
rxn08816_c0	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15324[c0] <=> (1) cpd00067[c0] + (1) cpd02090[c0] + (1) cpd15269[c0]	(1) H2O_c0[c0] + (1) 1-Acyl-sn-glycero-3-phosphoglycerol octadec-11-enoyl_c0[c0] <=> (1) H+_c0[c0] + (1) Glycerophosphoglycerol_c0[c0] + (1) octadecenoate_c0[c0]	(fig|6666666.1394842.peg.1948 or fig|6666666.1394842.peg.2703)
rxn02341_c0	N-[(R)-4'-Phosphopantothenoyl]-L-cysteine carboxy-lyase_c0	(1) cpd00067[c0] + (1) cpd02666[c0] => (1) cpd00011[c0] + (1) cpd00834[c0]	(1) H+_c0[c0] + (1) (R)-4'-Phosphopantothenoyl-L-cysteine_c0[c0] => (1) CO2_c0[c0] + (1) Phosphopantetheine_c0[c0]	(fig|6666666.1394842.peg.1756 and fig|6666666.1394842.peg.1756)
rxn01923_c0	2-Methylpropanoyl-CoA:oxygen 2,3-oxidoreductase_c0	(1) cpd00007[c0] + (2) cpd00481[c0] => (2) cpd00001[c0] + (2) cpd02187[c0]	(1) O2_c0[c0] + (2) Isobutyryl-CoA_c0[c0] => (2) H2O_c0[c0] + (2) Methacrylyl-CoA_c0[c0]	fig|6666666.1394842.peg.1409
rxn06591_c0	L-glutamate-semialdehyde: NADP+ oxidoreductase(L-glutamyl-tRNA(Glu)-forming)_c0	(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd12227[c0] <=> (1) cpd00006[c0] + (1) cpd02345[c0] + (1) cpd11912[c0]	(1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) L-Glutamyl-tRNA-Glu_c0[c0] <=> (1) NADP_c0[c0] + (1) L-Glutamate1-semialdehyde_c0[c0] + (1) tRNA-Glu_c0[c0]	fig|6666666.1394842.peg.485
rxn01519_c0	dUTP nucleotidohydrolase_c0	(1) cpd00001[c0] + (1) cpd00358[c0] => (1) cpd00012[c0] + (2) cpd00067[c0] + (1) cpd00299[c0]	(1) H2O_c0[c0] + (1) dUTP_c0[c0] => (1) PPi_c0[c0] + (2) H+_c0[c0] + (1) dUMP_c0[c0]	(fig|6666666.1394842.peg.1842 or fig|6666666.1394842.peg.1665)
rxn01343_c0	ATP:Sedoheptulose 7-phosphate 1-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00238[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00349[c0]	(1) ATP_c0[c0] + (1) Sedoheptulose7-phosphate_c0[c0] <=> (1) ADP_c0[c0] + (1) H+_c0[c0] + (1) Sedoheptulose 1,7-bisphosphate_c0[c0]	fig|6666666.1394842.peg.1382
rxn01080_c0	D-glucuronate aldose-ketose-isomerase_c0	(1) cpd00164[c0] <=> (1) cpd00672[c0]	(1) Glucuronate_c0[c0] <=> (1) D-Fructuronate_c0[c0]	fig|6666666.1394842.peg.2604
rxn01014_c0	hydroxypyruvate carboxy-lyase (glycolaldehyde-forming)_c0	(1) cpd00067[c0] + (1) cpd00145[c0] <=> (1) cpd00011[c0] + (1) cpd00229[c0]	(1) H+_c0[c0] + (1) Hydroxypyruvate_c0[c0] <=> (1) CO2_c0[c0] + (1) Glycolaldehyde_c0[c0]	fig|6666666.1394842.peg.2423
rxn08797_c0	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15331[c0] <=> (1) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd03847[c0]	(1) H2O_c0[c0] + (1) 1-tetradecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1) H+_c0[c0] + (1) Glycerol-3-phosphate_c0[c0] + (1) Myristic acid_c0[c0]	(fig|6666666.1394842.peg.2703 or fig|6666666.1394842.peg.1948)
rxn09108_c0	Phosphatidylglycerol synthase (n-C12:0)_c0	(1) cpd00080[c0] + (1) cpd15417[c0] <=> (1) cpd00046[c0] + (1) cpd15542[c0]	(1) Glycerol-3-phosphate_c0[c0] + (1) CDP-1,2-didodecanoylglycerol_c0[c0] <=> (1) CMP_c0[c0] + (1) Phosphatidylglycerophosphate didodecanoyl_c0[c0]	fig|6666666.1394842.peg.1906
rxn14293_c0	dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase (dTDP-3-oxo-4,6-dideoxy-D-glucose-forming)_c0	(1) cpd02616[c0] <=> (1) cpd00013[c0] + (1) cpd08707[c0]	(1) dTDP-4-amino-4,6-dideoxy-D-glucose_c0[c0] <=> (1) NH3_c0[c0] + (1) dTDP-3-oxo-4,6-dideoxy-D-glucose_c0[c0]	fig|6666666.1394842.peg.1733
rxn01513_c0	ATP:dTMP phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00067[c0] + (1) cpd00298[c0] <=> (1) cpd00008[c0] + (1) cpd00297[c0]	(1) ATP_c0[c0] + (1) H+_c0[c0] + (1) dTMP_c0[c0] <=> (1) ADP_c0[c0] + (1) dTDP_c0[c0]	fig|6666666.1394842.peg.824
rxn06510_c0	Lauroyl-CoA:acetyl-CoA C-acyltransferase_c0	(1) cpd00022[c0] + (1) cpd01260[c0] <=> (1) cpd00010[c0] + (1) cpd12689[c0]	(1) Acetyl-CoA_c0[c0] + (1) Lauroyl-CoA_c0[c0] <=> (1) CoA_c0[c0] + (1) 3-Oxotetradecanoyl-CoA_c0[c0]	fig|6666666.1394842.peg.2420
rxn08307_c0	CDP-diacylglycerol synthetase (n-C14:0)_c0	(1) cpd00052[c0] + (1) cpd15522[c0] <=> (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd15423[c0]	(1) CTP_c0[c0] + (1) 1,2-ditetradecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1) PPi_c0[c0] + (1) H+_c0[c0] + (1) CDP-1,2-ditetradecanoylglycerol_c0[c0]	fig|6666666.1394842.peg.1966
rxn05177_c0	thiamine transport via ABC system_c0	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00305[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00305[c0]	(1) H2O_c0[c0] + (1) ATP_c0[c0] + (1) Thiamin_e0[e0] => (1) ADP_c0[c0] + (1) Phosphate_c0[c0] + (1) H+_c0[c0] + (1) Thiamin_c0[c0]	(fig|6666666.1394842.peg.1207 and Unknown and fig|6666666.1394842.peg.1206)
rxn02474_c0	5-amino-6-(5-phosphoribitylamino)uracil:NADP+ 1'-oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd02720[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd00931[c0]	(1) NADP_c0[c0] + (1) 5-Amino-6--5-phosphoribitylaminouracil_c0[c0] <=> (1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) 5-Amino-6--5-phosphoribosylaminouracil_c0[c0]	(fig|6666666.1394842.peg.1749 or fig|6666666.1394842.peg.1749)
rxn02230_c0	3-mercaptopyruvate:cyanide sulfurtransferase_c0	(1) cpd00150[c0] + (1) cpd00706[c0] <=> (1) cpd00020[c0] + (1) cpd00067[c0] + (1) cpd01211[c0]	(1) HCN_c0[c0] + (1) Mercaptopyruvate_c0[c0] <=> (1) Pyruvate_c0[c0] + (1) H+_c0[c0] + (1) Thiocyanate_c0[c0]	fig|6666666.1394842.peg.99
rxn02144_c0	4-carboxymethylbut-3-en-4-olide enol-lactonohydrolase_c0	(1) cpd00001[c0] + (1) cpd02255[c0] => (1) cpd00067[c0] + (1) cpd00630[c0]	(1) H2O_c0[c0] + (1) 3-oxoadipate-enol-lactone_c0[c0] => (1) H+_c0[c0] + (1) 3-Oxoadipate_c0[c0]	fig|6666666.1394842.peg.2421
rxn00604_c0	D-glucose-6-phosphate:NADP+ 1-oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd00079[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd00911[c0]	(1) NADP_c0[c0] + (1) D-glucose-6-phosphate_c0[c0] <=> (1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) 6-phospho-D-glucono-1-5-lactone_c0[c0]	fig|6666666.1394842.peg.1729
rxn12645_c0	methionyl aminopeptidase_c0	(1) cpd00001[c0] + (1) cpd11581[c0] <=> (1) cpd00033[c0] + (1) cpd00132[c0]	(1) H2O_c0[c0] + (1) gly-asn-L_c0[c0] <=> (1) Glycine_c0[c0] + (1) L-Asparagine_c0[c0]	((fig|6666666.1394842.peg.630 or fig|6666666.1394842.peg.1951) or fig|6666666.1394842.peg.2236 or fig|6666666.1394842.peg.1772 or (fig|6666666.1394842.peg.400 or fig|6666666.1394842.peg.2534))
rxn01019_c0	Carbamoyl-phosphate:L-ornithine carbamoyltransferase_c0	(1) cpd00064[c0] + (1) cpd00146[c0] => (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00274[c0]	(1) Ornithine_c0[c0] + (1) Carbamoylphosphate_c0[c0] => (1) Phosphate_c0[c0] + (1) H+_c0[c0] + (1) Citrulline_c0[c0]	fig|6666666.1394842.peg.1531
rxn08849_c0	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)_c0	(1) cpd00001[c0] + (1) cpd15347[c0] <=> (1) cpd00067[c0] + (1) cpd02090[c0] + (1) cpd15237[c0]	(1) H2O_c0[c0] + (1) 2-Acyl-sn-glycero-3-phosphoglycerol hexadec-9-enoyl_c0[c0] <=> (1) H+_c0[c0] + (1) Glycerophosphoglycerol_c0[c0] + (1) hexadecenoate_c0[c0]	(fig|6666666.1394842.peg.1948 or fig|6666666.1394842.peg.2703)
rxn09448_c0	fatty-acid--CoA ligase (octadecenoate)_c0	(1) cpd00002[c0] + (1) cpd00010[c0] + (1) cpd15269[c0] => (1) cpd00012[c0] + (1) cpd00018[c0] + (1) cpd15274[c0]	(1) ATP_c0[c0] + (1) CoA_c0[c0] + (1) octadecenoate_c0[c0] => (1) PPi_c0[c0] + (1) AMP_c0[c0] + (1) Octadecenoyl-CoA_c0[c0]	(fig|6666666.1394842.peg.467 or fig|6666666.1394842.peg.339 or fig|6666666.1394842.peg.2323)
rxn00525_c0	L-arogenate:NAD+ oxidoreductase_c0	(1) cpd00003[c0] + (1) cpd00616[c0] => (1) cpd00004[c0] + (1) cpd00011[c0] + (1) cpd00069[c0]	(1) NAD_c0[c0] + (1) Pretyrosine_c0[c0] => (1) NADH_c0[c0] + (1) CO2_c0[c0] + (1) L-Tyrosine_c0[c0]	fig|6666666.1394842.peg.271
rxn05638_c0	TRANS-RXNBWI-115637.ce.maizeexp.PRO_c0	(1) cpd00067[e0] + (1) cpd00129[e0] <=> (1) cpd00067[c0] + (1) cpd00129[c0]	(1) H+_e0[e0] + (1) L-Proline_e0[e0] <=> (1) H+_c0[c0] + (1) L-Proline_c0[c0]	(fig|6666666.1394842.peg.390 or fig|6666666.1394842.peg.3297)
rxn02914_c0	3-Phosphoserine:2-oxoglutarate aminotransferase_c0	(1) cpd00024[c0] + (1) cpd00738[c0] <=> (1) cpd00023[c0] + (1) cpd02069[c0]	(1) 2-Oxoglutarate_c0[c0] + (1) phosphoserine_c0[c0] <=> (1) L-Glutamate_c0[c0] + (1) 3-Phosphonooxypyruvate_c0[c0]	fig|6666666.1394842.peg.913
rxn01603_c0	7,8-dihydropteroate:L-glutamate ligase (ADP-forming)_c0	(1) cpd00002[c0] + (1) cpd00023[c0] + (1) cpd00683[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00330[c0]	(1) ATP_c0[c0] + (1) L-Glutamate_c0[c0] + (1) Dihydropteroate_c0[c0] => (1) ADP_c0[c0] + (1) Phosphate_c0[c0] + (1) H+_c0[c0] + (1) Dihydrofolate_c0[c0]	(fig|6666666.1394842.peg.2403 and fig|6666666.1394842.peg.2403)
rxn00055_c0	S-adenosyl-L-methionine:S-adenosyl-L-methionine 3-amino-3-carboxypropyltransferase_c0	(3) cpd00017[c0] <=> (4) cpd00067[c0] + (3) cpd00147[c0] + (1) cpd03158[c0]	(3) S-Adenosyl-L-methionine_c0[c0] <=> (4) H+_c0[c0] + (3) 5-Methylthioadenosine_c0[c0] + (1) Nicotianamine_c0[c0]	fig|6666666.1394842.peg.2697
rxn00686_c0	5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd00087[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd00330[c0]	(1) NADP_c0[c0] + (1) Tetrahydrofolate_c0[c0] <=> (1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) Dihydrofolate_c0[c0]	fig|6666666.1394842.peg.928
rxn00905_c0	2-dehydropantoate formaldehyde-lyase (3-methyl-2-oxobutanoate-forming)_c0	(1) cpd00712[c0] <=> (1) cpd00055[c0] + (1) cpd00123[c0]	(1) 2-Dehydropantoate_c0[c0] <=> (1) Formaldehyde_c0[c0] + (1) 3-Methyl-2-oxobutanoate_c0[c0]	fig|6666666.1394842.peg.947
rxn09112_c0	Phosphatidylglycerol synthase (n-C16:1)_c0	(1) cpd00080[c0] + (1) cpd15418[c0] <=> (1) cpd00046[c0] + (1) cpd15546[c0]	(1) Glycerol-3-phosphate_c0[c0] + (1) CDP-1,2-dihexadec-9-enoylglycerol_c0[c0] <=> (1) CMP_c0[c0] + (1) Phosphatidylglycerophosphate dihexadec-9-enoyl_c0[c0]	fig|6666666.1394842.peg.1906
rxn03194_c0	(S)-2-Aceto-2-hydroxybutanoate pyruvate-lyase (carboxylating)_c0	(1) cpd00094[c0] + (1) cpd03049[c0] <=> (1) cpd00056[c0] + (1) cpd00498[c0]	(1) 2-Oxobutyrate_c0[c0] + (1) 2-Hydroxyethyl-ThPP_c0[c0] <=> (1) TPP_c0[c0] + (1) 2-Aceto-2-hydroxybutanoate_c0[c0]	(fig|6666666.1394842.peg.1402 and fig|6666666.1394842.peg.1403)
rxn06075_c0	2'-Deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase_c0	(1) cpd00001[c0] + (1) cpd00978[c0] + (1) cpd11420[c0] <= (1) cpd00014[c0] + (1) cpd11421[c0]	(1) H2O_c0[c0] + (1) dUDP_c0[c0] + (1) trdox_c0[c0] <= (1) UDP_c0[c0] + (1) trdrd_c0[c0]	(fig|6666666.1394842.peg.2653 and fig|6666666.1394842.peg.2659 and fig|6666666.1394842.peg.2660)
rxn03898_c0	R05622_c0	(1) cpd00005[c0] + (1) cpd00007[c0] + (1) cpd00067[c0] + (1) cpd00153[c0] => (1) cpd00006[c0] + (1) cpd03762[c0]	(1) NADPH_c0[c0] + (1) O2_c0[c0] + (1) H+_c0[c0] + (1) Benzoate_c0[c0] => (1) NADP_c0[c0] + (1) cis-1,2-dihydroxybenzoate_c0[c0]	(fig|6666666.1394842.peg.2433 or fig|6666666.1394842.peg.2432)
rxn00689_c0	Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)_c0	(1) cpd00002[c0] + (1) cpd00023[c0] + (1) cpd00087[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd06227[c0]	(1) ATP_c0[c0] + (1) L-Glutamate_c0[c0] + (1) Tetrahydrofolate_c0[c0] => (1) ADP_c0[c0] + (1) Phosphate_c0[c0] + (1) H+_c0[c0] + (1) THF-L-glutamate_c0[c0]	(fig|6666666.1394842.peg.2403 and fig|6666666.1394842.peg.2403)
rxn08129_c0	Amylomaltase (maltohexaose)_c0	(1) cpd00179[c0] + (1) cpd01329[c0] <=> (1) cpd00027[c0] + (1) cpd15494[c0]	(1) Maltose_c0[c0] + (1) Maltohexaose_c0[c0] <=> (1) D-Glucose_c0[c0] + (1) Maltoheptaose_c0[c0]	fig|6666666.1394842.peg.2324
rxn01286_c0	D-Glyceraldehyde:NAD+ oxidoreductase_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00448[c0] => (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd00223[c0]	(1) H2O_c0[c0] + (1) NAD_c0[c0] + (1) D-Glyceraldehyde_c0[c0] => (1) NADH_c0[c0] + (2) H+_c0[c0] + (1) Glycerate_c0[c0]	fig|6666666.1394842.peg.2938
rxn05289_c0	NADPH:oxidized-thioredoxin oxidoreductase_c0	(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11420[c0] <=> (1) cpd00006[c0] + (1) cpd11421[c0]	(1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) trdox_c0[c0] <=> (1) NADP_c0[c0] + (1) trdrd_c0[c0]	(fig|6666666.1394842.peg.3323 or fig|6666666.1394842.peg.773)
rxn01973_c0	N-Succinyl-LL-2,6-diaminoheptanedioate amidohydrolase_c0	(1) cpd00001[c0] + (1) cpd02698[c0] <=> (1) cpd00036[c0] + (1) cpd00504[c0]	(1) H2O_c0[c0] + (1) N-Succinyl-L-2,6-diaminopimelate_c0[c0] <=> (1) Succinate_c0[c0] + (1) LL-2,6-Diaminopimelate_c0[c0]	fig|6666666.1394842.peg.1237
rxn05467_c0	CO2 transporter via diffusion_c0	(1) cpd00011[e0] <=> (1) cpd00011[c0]	(1) CO2_e0[e0] <=> (1) CO2_c0[c0]	Unknown
rxn00117_c0	ATP:UDP phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00014[c0] <=> (1) cpd00008[c0] + (1) cpd00062[c0]	(1) ATP_c0[c0] + (1) UDP_c0[c0] <=> (1) ADP_c0[c0] + (1) UTP_c0[c0]	fig|6666666.1394842.peg.2398
rxn01520_c0	5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase_c0	(1) cpd00125[c0] + (1) cpd00299[c0] => (1) cpd00298[c0] + (1) cpd00330[c0]	(1) 5-10-Methylenetetrahydrofolate_c0[c0] + (1) dUMP_c0[c0] => (1) dTMP_c0[c0] + (1) Dihydrofolate_c0[c0]	fig|6666666.1394842.peg.929
rxn00330_c0	acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)_c0	(1) cpd00010[c0] + (1) cpd00067[c0] + (1) cpd00130[c0] <= (1) cpd00001[c0] + (1) cpd00022[c0] + (1) cpd00040[c0]	(1) CoA_c0[c0] + (1) H+_c0[c0] + (1) L-Malate_c0[c0] <= (1) H2O_c0[c0] + (1) Acetyl-CoA_c0[c0] + (1) Glyoxalate_c0[c0]	fig|6666666.1394842.peg.2357
rxn05736_c0	acyl-coenzyme A ligase_c0	(1) cpd00002[c0] + (1) cpd00010[c0] + (1) cpd03847[c0] => (1) cpd00012[c0] + (1) cpd00018[c0] + (1) cpd00067[c0] + (1) cpd01695[c0]	(1) ATP_c0[c0] + (1) CoA_c0[c0] + (1) Myristic acid_c0[c0] => (1) PPi_c0[c0] + (1) AMP_c0[c0] + (1) H+_c0[c0] + (1) Myristoyl-CoA_c0[c0]	(fig|6666666.1394842.peg.467 or fig|6666666.1394842.peg.339 or fig|6666666.1394842.peg.2323)
rxn03445_c0	O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase_c0	(1) cpd00024[c0] + (1) cpd03607[c0] <=> (1) cpd00023[c0] + (1) cpd03606[c0]	(1) 2-Oxoglutarate_c0[c0] + (1) 4-(Phosphonooxy)-threonine_c0[c0] <=> (1) L-Glutamate_c0[c0] + (1) 2-Oxo-3-hydroxy-4-phosphobutanoate_c0[c0]	fig|6666666.1394842.peg.913
rxn01641_c0	5-Formiminotetrahydrofolate:L-glutamate N-formiminotransferase_c0	(1) cpd00023[c0] + (1) cpd00502[c0] <=> (1) cpd00087[c0] + (1) cpd00344[c0]	(1) L-Glutamate_c0[c0] + (1) 5-Formiminotetrahydrofolate_c0[c0] <=> (1) Tetrahydrofolate_c0[c0] + (1) N-Formimino-L-glutamate_c0[c0]	fig|6666666.1394842.peg.1752
rxn01226_c0	Guanosine ribohydrolase_c0	(1) cpd00001[c0] + (1) cpd00311[c0] <=> (1) cpd00105[c0] + (1) cpd00207[c0]	(1) H2O_c0[c0] + (1) Guanosine_c0[c0] <=> (1) D-Ribose_c0[c0] + (1) Guanine_c0[c0]	(fig|6666666.1394842.peg.2987 or fig|6666666.1394842.peg.1919)
rxn00493_c0	L-Phenylalanine:2-oxoglutarate aminotransferase_c0	(1) cpd00024[c0] + (1) cpd00066[c0] <=> (1) cpd00023[c0] + (1) cpd00143[c0]	(1) 2-Oxoglutarate_c0[c0] + (1) L-Phenylalanine_c0[c0] <=> (1) L-Glutamate_c0[c0] + (1) Phenylpyruvate_c0[c0]	(fig|6666666.1394842.peg.2131 and fig|6666666.1394842.peg.266)
rxn00293_c0	UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase_c0	(1) cpd00062[c0] + (1) cpd02611[c0] <=> (1) cpd00012[c0] + (1) cpd00037[c0]	(1) UTP_c0[c0] + (1) N-Acetyl-D-glucosamine1-phosphate_c0[c0] <=> (1) PPi_c0[c0] + (1) UDP-N-acetylglucosamine_c0[c0]	((fig|6666666.1394842.peg.1033 and fig|6666666.1394842.peg.1033) or fig|6666666.1394842.peg.1246)
rxn10196_c0	Teichoic acid (D-alanine substituted) export_c0	(1) cpd15663[c0] + (1) cpd15666[c0] <=> (1) cpd00067[c0] + (1) cpd00286[c0] + (1) cpd15668[c0]	(1) Prenol-45n teichoic acid-alanine substituted_c0[c0] + (1) Peptidoglycan polymer (n-1 subunits)_c0[c0] <=> (1) H+_c0[c0] + (1) Undecaprenylphosphate_c0[c0] + (1) glycerol teichoic acid (n=45), linked, D-ala substituted_c0[c0]	(fig|6666666.1394842.peg.422 and Unknown)
rxn00741_c0	2-Hydroxybutyrate:NAD+ oxidoreductase_c0	(1) cpd00003[c0] + (1) cpd03561[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd00094[c0]	(1) NAD_c0[c0] + (1) 2-Hydroxybutyrate_c0[c0] <=> (1) NADH_c0[c0] + (1) H+_c0[c0] + (1) 2-Oxobutyrate_c0[c0]	(fig|6666666.1394842.peg.3072 or fig|6666666.1394842.peg.3064)
rxn00839_c0	ATP:dADP phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00177[c0] <=> (1) cpd00008[c0] + (1) cpd00115[c0]	(1) ATP_c0[c0] + (1) dADP_c0[c0] <=> (1) ADP_c0[c0] + (1) dATP_c0[c0]	fig|6666666.1394842.peg.2398
